"Location","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013",
"Kosovo","KSV","Population density (people per sq. km of land area)","EN.POP.DNST","","88.7296775971342","91.3015523100946","93.873427023055","96.4453017360154","99.0171764489758","101.589051161936","104.252778543217","106.824653256177","109.396527969138","111.968402682098","114.540277395058","117.387710112979","120.143290162579","122.9907228805","125.7463029301","128.593735648021","131.349315697621","134.104895747221","136.952328465142","139.707908514742","142.555341232663","145.310921282263","148.250206668504","151.281344723064","154.496188114265","157.711031505465","161.017727564986","164.508128961146","167.814825020667","171.029668411867","174.336364471388","177.459355194268","180.490493248829","183.429778635069","186.36906402131","189.12464407091","191.604666115551","180.582345917149","161.844401579866","156.149536144025","156.255534123266","156.361715807844","156.467897492422","156.574079177","156.680444566915","157.943969872325","159.217782676587","160.501791127032","161.79608707633","163.100946082484","164.504179296409","165.987508037108","",
"Kuwait","KWT","Population density (people per sq. km of land area)","EN.POP.DNST","","16.5359147025814","18.8095398428732","21.4190796857464","24.2089786756453","27.0621212121212","29.9457351290685","32.8826038159372","35.8769921436588","38.9488776655443","42.1112794612795","45.3578563411897","48.671492704826","52.0428170594837","55.4617283950617","58.9218855218855","62.4078002244669","65.9210437710438","69.4923120089787","73.1647025813693","76.9637485970819","80.7834455667789","84.5712121212121","88.4548821548822","92.6143658810326","97.1066778900112","102.219977553311","107.742985409652","112.649551066218","115.556790123457","115.587766554433","112.213860830527","","","","89.008024691358","88.9586980920314","91.8069023569024","96.6446689113356","102.042929292929","106.971436588103","111.145005611672","114.940067340067","118.762794612795","123.25847362514","128.861616161616","135.659090909091","143.373737373737","151.639786756453","159.938383838384","167.877665544332","175.348204264871","182.407182940516","",
"Latin America & Caribbean (developing only)","LAC","Population density (people per sq. km of land area)","EN.POP.DNST","","11.0092571624136","11.3276959661216","11.654298072287","11.9860093485991","12.3206409308862","12.6573507482676","12.9966691129545","13.3396864001132","13.6881787603614","14.0433904717521","14.4052781044407","14.7732616749565","15.1471706366399","15.5266823603574","15.9113065006462","16.3014241340822","16.6962559852536","17.0947121721048","17.4952896587092","17.8968342520344","18.2984253958875","18.7005878369452","19.1035288940947","19.5079047477377","19.9139780572774","20.3217329071143","20.730500946094","21.1400312174601","21.5510517298592","21.9623350056849","22.3736430391097","22.7846577261914","23.1952615723572","23.6054090673147","24.0148332866961","24.4239757583575","24.8312378487519","25.2723376049722","25.6703132731949","26.0603475164523","26.4421199357848","26.8170652807506","27.1830281284413","27.5421426320327","27.8951534564291","28.2417527870284","28.5822891934044","28.9194392555496","29.2566310950993","29.5962235205746","29.9393137878979","30.2849333593096","",
"Lao PDR","LAO","Population density (people per sq. km of land area)","EN.POP.DNST","","9.3978986135182","9.61728336221837","9.8428726169844","10.0751429809359","10.3145710571924","10.5589211438475","10.8080199306759","11.0665597920277","11.3409098786828","11.6342027729636","11.9527469670711","12.291733102253","12.6300649913345","12.9389948006932","13.199952339688","13.4035398613518","13.5615381282496","13.7026343154246","13.8674090121317","14.0854592720971","14.366226169844","14.70212305026","15.0848483535529","15.4994844020797","15.9345407279029","16.3873266897747","16.8602253032929","17.3521707105719","17.8628119584055","18.3904679376083","18.9338821490468","19.4879852686308","20.0427253032929","20.5855372616984","21.1068977469671","21.6056845753899","22.0828596187175","22.5342201039861","22.9555719237435","23.3461048526863","23.7009055459272","24.026191507799","24.3460528596187","24.6928596187175","25.0894540727903","25.5456239168111","26.0540641247834","26.5993370883882","27.1575736568458","27.71106152513","28.255259965338","28.7947443674177","",
"Lebanon","LBN","Population density (people per sq. km of land area)","EN.POP.DNST","","182.268328445748","188.199022482893","194.035386119257","199.531964809384","204.531182795699","208.860215053763","212.595307917889","216.125610948192","220.000879765396","224.575073313783","230.065395894428","236.240762463343","242.465884652981","247.849755620723","251.778396871945","253.994330400782","254.762854349951","254.630987292278","254.40596285435","254.671945259042","255.694330400782","257.309970674487","259.16862170088","260.726197458456","261.641544477028","261.709677419355","261.210361681329","260.859530791789","261.643695014663","264.224731182796","269.058944281525","275.842424242424","283.5642228739","290.776832844575","296.520625610948","300.193939393939","302.318475073314","304.400195503421","308.573411534702","316.263929618768","328.211143695015","343.656304985337","360.714565004888","376.694232649071","389.722873900293","398.809677419355","404.673802541544","409.197262952102","415.144086021505","424.349169110459","428.425219941349","432.540371456501","",
"Liberia","LBR","Population density (people per sq. km of land area)","EN.POP.DNST","","11.8863787375415","12.1497819767442","12.4230481727575","12.7086171096346","13.0083887043189","13.3233388704319","13.65364410299","13.9996677740864","14.3615552325581","14.7397009966777","15.1340739202658","15.5456395348837","15.9767649501661","16.4304817275748","16.908803986711","17.4004983388704","17.9019206810631","18.4302325581395","19.009167358804","19.6483492524917","20.3674730066445","21.141247923588","21.8804298172757","22.4650643687708","22.8139742524917","22.911825166113","22.8011212624585","22.5334925249169","22.1866486710963","21.8321947674419","21.4499584717608","21.0617940199336","20.8300352990033","20.962915282392","21.5938642026578","22.8177014119601","24.5565822259136","26.5581914451827","28.4650643687708","30.024584717608","31.1334094684385","31.8799107142857","32.4358596345515","33.0631540697674","33.9471137873754","35.1411025747508","36.5686669435216","38.1303363787375","39.6744186046512","41.0920888704319","42.3556582225914","43.5053467607973","",
"Libya","LBY","Population density (people per sq. km of land area)","EN.POP.DNST","","0.840321902315378","0.870705979972038","0.902937699626039","0.936969321527217","0.972775270809416","1.01033508757971","1.04968514498107","1.0909311524603","1.13421917091967","1.17965547813633","1.22731964036055","1.27719744933335","1.32919342555441","1.38315639314821","1.43900223922161","1.49631324096071","1.55511099491913","1.6162269684122","1.68081089375632","1.74946576946247","1.82267240301442","1.89953169578413","1.97758334564716","2.05349580003865","2.12488150312013","2.19070382031667","2.2516038282733","2.30893983654819","2.36487547881833","2.42097991520511","2.47764472532594","2.53430669379497","2.59046171158371","2.64528399468043","2.69821601100288","2.74921513577412","2.7986558987008","2.84690316787342","2.89447185059732","2.94178307966855","2.98866578764904","3.03510519794946","3.08183502506337","3.12979528740466","3.17949577730543","3.23179637859895","3.286147515828","3.33996669584096","3.38970696886686","3.43306318696932","3.46865260238471","3.49785909953738","",
"St. Lucia","LCA","Population density (people per sq. km of land area)","EN.POP.DNST","","149.037704918033","150.960655737705","153.109836065574","155.431147540984","157.873770491803","160.454098360656","163.15737704918","165.870491803279","168.437704918033","170.75737704918","172.768852459016","174.52131147541","176.165573770492","177.924590163934","179.950819672131","182.313114754098","184.960655737705","187.788524590164","190.64262295082","193.416393442623","196.054098360656","198.606557377049","201.209836065574","204.045901639344","207.239344262295","210.852459016393","214.806557377049","218.904918032787","222.875409836066","226.524590163934","229.768852459016","232.67868852459","235.396721311475","238.134426229508","241.049180327869","244.2","247.531147540984","250.927868852459","254.218032786885","257.293442622951","260.081967213115","262.650819672131","265.190163934426","267.967213114754","271.159016393443","274.849180327869","278.932786885246","283.170491803279","287.213114754098","290.814754098361","293.886885245902","296.508196721311","",
"Latin America & Caribbean (all income levels)","LCN","Population density (people per sq. km of land area)","EN.POP.DNST","412639.964312547","11.1990507704659","11.5179333447562","11.8447460437665","12.1759938027144","12.5092101381625","12.8435905368018","13.1795548287643","13.5184618478859","13.8625373036101","14.2133194824917","14.5708708459744","14.9343526756728","15.30372883318","15.6781324924609","16.0569229295181","16.4405261959596","16.8280933132262","17.2193317239572","17.6126558005753","18.0074475553297","18.4026738581026","18.7990505961711","19.1964787231387","19.5956194901972","19.996285165263","20.3986514838092","20.8020959605509","21.2064558976537","21.6126617760286","22.0197772651777","22.4272099209154","22.8347187204292","23.2423063902217","23.6492834721943","24.0548982944211","24.4598314910472","24.8619204499399","25.3037185817051","25.6947537884004","26.0773824734618","26.4517279497494","26.8193005760886","27.1780338470294","27.5300261714126","27.875931411429","28.2152048464248","28.5483518470635","28.8781980932223","29.2079271766517","29.5400203656625","29.8749337509304","30.2121693412105","",
"Least developed countries: UN classification","LDC","Population density (people per sq. km of land area)","EN.POP.DNST","","12.1785160016532","12.4683430488861","12.7694450982629","13.0843048023082","13.4143245953768","13.7611032299485","14.1231773198468","14.4952135313439","14.8698900514939","15.2422927629426","15.610359511697","15.9766269488618","16.3464666756516","16.7279828775262","17.1266554361628","17.5442095432719","17.9798909244828","18.4325693128708","18.8999584810976","19.3805769850156","19.8749238996837","20.3845235246081","20.9101243737459","21.4526641854614","22.0131208411131","22.5905110839294","23.1853624441382","23.8018296722906","24.4453587030479","25.1191569813475","25.825593683564","26.5616733237132","27.4553822511732","28.2346301768782","29.0045495227766","29.7709896701906","30.5364401097335","31.3056771412485","32.0862870872722","32.8831685551041","33.6992903498266","34.5321488841463","35.3790372583198","36.2390112422393","37.1025436488113","37.972952350447","38.8521027744867","39.7450869383591","40.6574379779071","41.594155585774","42.5567402923591","43.5438992106557","",
"Low income","LIC","Population density (people per sq. km of land area)","EN.POP.DNST","","16.1995696929217","16.5898309259912","16.9940572712636","17.4177366093225","17.8640064749361","18.3356713360054","18.8296584757696","19.3383750125659","19.8507795751463","20.3591176988736","20.861227485396","21.3606766973523","21.8630441057495","22.3779317638468","22.9109472371384","23.4635933607806","24.0354759368264","24.6261111808979","25.2343277525955","25.8593032382793","26.5015988515913","27.1630216714146","27.8455612931836","28.5512417693452","29.2816673312734","30.0372372710548","30.8175834531353","31.6232398952005","32.4565212899781","33.3162031593384","34.2026923204626","35.1135491904549","36.2829430492233","37.2288705357033","38.1846834505215","39.1463117023565","40.1133287317095","41.088355630077","42.0749714037675","43.0742495960272","44.0899512587864","45.120895938848","46.1652046650529","47.2198120070245","48.2815645645564","49.3484001924167","50.423864919098","51.5179288790971","52.6419119321555","53.8039177769356","55.0071864730436","56.2504573406455","",
"Liechtenstein","LIE","Population density (people per sq. km of land area)","EN.POP.DNST","","105.5875","108.1125","110.7625","113.5625","116.54375","119.725","123.06875","126.46875","129.78125","132.9125","135.7875","138.45625","141.0125","143.65","146.46875","149.5375","152.775","156.01875","159.04375","161.68125","163.88125","165.7125","167.3","168.80625","170.36875","172.01875","173.73125","175.55625","177.525","179.65625","181.9625","184.45","187.0875","189.83125","192.65","195.54375","198.4875","201.41875","204.225","206.83125","209.21875","211.38125","213.38125","215.28125","217.125","218.925","220.675","222.3875","224.06875","225.75","227.425","229.1","",
"Sri Lanka","LKA","Population density (people per sq. km of land area)","EN.POP.DNST","","162.143198851858","166.528464359751","168.745016743741","173.863817572955","178.025833200447","182.41109870834","186.620953595918","191.229468984213","195.375538191676","199.553500239196","202.360070164248","205.086907989156","208.754584595758","211.832243661298","215.212884707383","218.737043533727","222.324988040185","226.279700207303","230.776590655398","235.161856163291","236.756498166162","242.321798756179","245.845957582523","248.811991707862","252.623186094722","257.167915802902","261.090735129963","264.69462605645","268.298516982937","271.328336788391","275.346834635624","277.882315420188","281.390527826503","285.297400733535","289.204273640568","292.393557646308","296.093127092968","299.537553819168","303.874980066975","304.608515388295","299.744857279541","301.7222133631","305.740711210333","309.918673257854","313.251475043853","316.664008929995","319.550310955191","322.3887737203","326.104289586988","329.341412852815","332.785839579015","324.158826343486","",
"Lower middle income","LMC","Population density (people per sq. km of land area)","EN.POP.DNST","","42.9073598614224","43.8639809633259","44.8433532111389","45.8598506790383","46.901237528354","47.970884590236","49.0685263616525","50.197606039578","51.3582342583597","52.5463297698015","53.7724805864852","55.0409271420199","56.3415063501954","57.679217709622","59.0573587156178","60.4770200065023","61.9352618937829","63.4310915463566","64.9627141649214","66.524911037293","68.1048526757589","69.7185613163517","71.3536210551241","73.0150909813954","74.7065683572188","76.4314586643956","78.1786869086503","79.9402929484574","81.707925806361","83.5494280132162","85.3022667756429","87.0532229971198","88.7993657501491","90.5568484190626","92.2707108917178","93.9876866850541","95.7080506428212","97.4187817340156","99.120302288751","100.884437869282","102.560162790858","104.255502135735","105.963686637627","107.686625608053","109.407334399314","111.137795019992","112.876347687937","114.626130123861","116.38989663478","118.175668774499","119.973718772496","121.734868146155","",
"Low & middle income","LMY","Population density (people per sq. km of land area)","EN.POP.DNST","","27.9657104145642","28.494555397225","29.1761058025926","29.8660156121395","30.5779847024204","31.3474104106266","32.1178524157696","32.9107737607982","33.734196954808","34.5770004051572","35.4377416872422","36.2879469483335","37.1367146748233","37.981497532782","38.8133014951988","39.6390026151191","40.4607850032149","41.2973464020691","42.1508085270688","43.0120294815243","43.8904660371642","44.8100948246439","45.7405696756603","46.6687672680135","47.6207713856391","48.6069775232265","49.6228434008514","50.6495799263588","51.6687472383749","52.6979778455824","53.6933874810765","54.6663551396515","55.7018679657605","56.6669923185507","57.622068024095","58.5795613994896","59.5399038833827","60.5143289225155","61.4549827356072","62.3949700538308","63.3021582113459","64.2072595356085","65.1064761874487","66.0059309505946","66.9045844234489","67.7998014894405","68.6872731358225","69.5811675800022","70.4907026624643","71.4100569767757","72.342533333607","73.2770582696734","",
"Lesotho","LSO","Population density (people per sq. km of land area)","EN.POP.DNST","","28.5327075098814","29.048418972332","29.5896574440053","30.1539196310935","30.7394927536232","31.3483530961792","31.9819499341238","32.6373188405797","33.3105401844532","34","34.7010540184453","35.4176877470356","36.1670948616601","36.9724637681159","37.848814229249","38.8002305665349","39.8167325428195","40.8813899868248","41.9702239789196","43.0633399209486","44.1598814229249","45.2583662714097","46.3378787878788","47.3731225296443","48.3483530961792","49.2457509881423","50.0739130434783","50.8754940711462","51.7106719367589","52.619696969697","53.6198945981555","54.6890645586298","55.7792819499341","56.8220685111989","57.7675889328063","58.6033267457181","59.3438405797101","60.0002964426877","60.5932476943347","61.1404808959157","61.6436100131752","62.1043148880105","62.5414031620553","62.9783267457181","63.4335968379447","63.9134716732543","64.4197628458498","64.960441370224","65.5425889328063","66.1699934123847","66.8483530961792","67.5739459815547","",
"Lithuania","LTU","Population density (people per sq. km of land area)","EN.POP.DNST","","45.0470644543714","45.6820357370772","46.25","46.8283343969368","47.4066687938736","47.9905871091257","48.5705169112955","49.1201340140396","49.5743618379068","50.0907626037013","50.7185864709636","51.2702935545629","51.7619336311423","52.2318761965539","52.6747287811104","53.1056796426292","53.5264199106573","53.9169432035737","54.209349074665","54.4544033184429","54.7694160816847","55.1560146777281","55.6029355456286","56.0658104658583","56.5498245054244","57.0981812380345","57.6957083599234","58.3128430121251","58.7787970644544","58.9955009572431","59.0959476707084","59.0318123803446","58.7526005105297","58.3462667517549","57.8988832163369","57.4603222718571","57.0379227823867","56.626212507977","56.2258774728781","55.8317804722399","55.3736119974473","54.9308710912572","54.4864869176771","53.8780312699426","53.0077855775367","52.1682992980217","51.5522335673261","51.0288153171121","50.4653530115676","49.418141204627","48.3153301209433","47.6716501260491","",
"Luxembourg","LUX","Population density (people per sq. km of land area)","EN.POP.DNST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","168.455598455598","170.472972972973","172.26833976834","174.374517374517","176.870656370656","179.597683397683","182.485328185328","185.325482625483","188.667953667954","192.194208494208","195.734749034749","200.133976833977","204.998455598456","",
"Latvia","LVA","Population density (people per sq. km of land area)","EN.POP.DNST","","34.6145843383181","35.079369673581","35.5510371442354","36.0286702042129","36.4354237015597","36.713571313716","37.0030551535617","37.3632255989709","37.6776491397331","37.9347805113362","38.2117543013346","38.5218523878437","38.8457790641582","39.1893552018009","39.4939700916546","39.7328991799325","39.9593664576298","40.1659591574208","40.2951117543013","40.3875381894195","40.5116739025567","40.6991477729539","40.939234603634","41.1970895642386","41.4676475317575","41.8056279144557","42.2348126708474","42.6665701881331","42.8839845634346","42.822817173179","42.6206946454414","42.0338606984372","41.2131005209338","40.5290050807126","39.955238278989","39.5077175381053","39.1158756190109","38.7487780564667","38.4346581773748","38.0659527943919","37.5774969451412","37.1434336613287","36.7862081162776","36.3869380667567","35.9958679014728","35.6671972474114","35.3772750659206","35.0074281304264","34.4430524284336","33.7010764781491","33.1142926045016","32.7060932475884","",
"Macao SAR, China","MAC","Population density (people per sq. km of land area)","EN.POP.DNST","","6254.82142857143","6465.17857142857","6739.39285714286","7054.39285714286","7389.64285714286","7745.46428571429","8116.35714285714","8468.89285714286","8761.07142857143","8964.17857142857","9067.17857142857","9081.5","9030.17857142857","8948.21428571429","8864.75","8782.67857142857","8704.60714285714","8659.21428571429","8681.17857142857","8794.14285714286","9009.21428571429","9318.60714285714","9702.64285714286","10131.1428571429","10579.3571428571","11043.7857142857","11523.3928571429","11998.2857142857","12445.25","12847.6785714286","13195.8571428571","13492.8214285714","13751.4642857143","13992.25","14230.6785714286","14472.5357142857","14715.3928571429","14957.5","15194.5714285714","15425.25","15645.7142857143","15862.5","16096.8214285714","16376.5","16719.6071428571","17136","17614.5","18126","18629.1785714286","19093.7857142857","19509.9285714286","19885.1071428571","",
"St. Martin (French part)","MAF","Population density (people per sq. km of land area)","EN.POP.DNST","78.6580882352941","81.8566176470588","83.9338235294118","85.5882352941177","87.2794117647059","88.9889705882353","90.7352941176471","92.5183823529412","94.8713235294118","97.4816176470588","100.183823529412","102.959558823529","105.808823529412","108.731617647059","111.727941176471","115.643382352941","120.036764705882","124.595588235294","129.319852941176","134.246323529412","139.338235294118","144.632352941176","159.375","193.878676470588","235.110294117647","282.941176470588","337.077205882353","397.573529411765","457.224264705882","508.75","552.132352941176","584.944852941176","604.632352941176","610.992647058824","608.419117647059","601.323529411765","590.110294117647","575.441176470588","558.051470588235","538.694852941176","521.764705882353","510.698529411765","504.595588235294","502.996323529412","505.772058823529","512.977941176471","522.316176470588","531.341911764706","540","548.161764705882","555.790441176471","562.775735294118","569.099264705882","",
"Morocco","MAR","Population density (people per sq. km of land area)","EN.POP.DNST","","28.4255657122373","29.2138683514809","29.9937827665009","30.7773446251736","31.5729466326119","32.3846529551463","33.2086794820092","34.0365550925304","34.8560828068289","35.6597817807053","36.4448783438634","37.218196890263","37.9970669952946","38.7939323325118","39.6265426842931","40.4976047501681","41.4046807080439","42.3503697064755","43.3362469191127","44.3618709388304","45.4287228321757","46.5326260362985","47.6599551870939","48.7925252072597","49.9160676674882","51.0246179699754","52.1176204346852","53.1928747479274","54.2498722832176","55.2878646650235","56.3030786466502","57.2925431324221","58.2575509746807","59.2007819852117","60.1234438718351","61.0287922921802","61.9142303383374","62.7685077302263","63.5765247591306","64.3292023302711","65.026116961685","65.6765471655837","66.293831503473","66.8963029352453","67.5004369258346","68.1046314138472","68.7140622899395","69.3595137799686","70.0796863096572","70.8993053999552","71.8337978937934","72.8683464037643","",
"Monaco","MCO","Population density (people per sq. km of land area)","EN.POP.DNST","","11406","11521","11584.5","11618.5","11641.5","11652","11648.5","11648","11674","11742","11861","12026","12220","12417.5","12600.5","12760.5","12904.5","13043","13195.5","13373","13582.5","13814.5","14049","14257","14418","14524","14584.5","14619","14656.5","14719","14813","14932","15069","15211.5","15350","15485.5","15621","15758.5","15897.5","16040.5","16183","16326.5","16484","16673","16904","17184.5","17506.5","17843","18157","18422.5","18630.5","18789.5","",
"Moldova","MDA","Population density (people per sq. km of land area)","EN.POP.DNST","","90.744417737834","92.7996655867907","94.7852440171387","96.6314836102693","98.4080537847912","100.0801198314","101.647681750096","103.110739540879","104.573797331661","106.071689831748","107.569582331835","109.102309541227","110.600202041314","111.993590413488","113.282474657749","114.397185355488","115.407391925314","116.313094367228","117.288466227749","118.33350750688","119.448218204619","120.667433030271","121.921482565228","123.175532100185","124.359912216533","125.474622914272","126.519664193402","127.46020134462","128.226564949316","128.749085588881","129.097432681924","129.201936809837","128.703928856776","128.366403725197","127.753988945667","127.498453088608","127.071947699691","127.064806762445","126.90959390333","126.739979802904","126.456872235958","126.164362572692","125.853415543247","125.49865933071","125.150102690848","124.802763950291","124.513871967139","124.277091238208","124.120304939604","123.996414522923","123.924739791833","123.908483308386","",
"Madagascar","MDG","Population density (people per sq. km of land area)","EN.POP.DNST","","8.98239330054682","9.20430924785913","9.43459263335282","9.67328300718781","9.92058843759673","10.1765312790178","10.4417065034219","10.717584345015","11.0060425766069","11.308424184063","11.6249131616054","11.9551243250679","12.2990525157341","12.656517178526","13.0270609072463","13.4120473226261","13.8108969288441","14.2189737593287","14.6300478041063","15.0402655019431","15.4477662757506","15.8556470750077","16.2711816899955","16.7045121573752","17.1632441448568","17.6503215599959","18.1646851463356","18.7050882140523","19.2687484953744","19.8538054132132","20.4599288097121","21.0886594215359","21.7420366612787","22.4227980878357","23.1325893317743","23.8722117137256","24.6401606080407","25.4328936960484","26.2455153557795","27.0743388245005","27.918573099013","28.7788097121436","29.6544949616535","30.5453915465832","31.4516525088558","32.3728823468721","33.3098720638305","34.2655449324208","35.2438267359081","36.2477765931836","37.2784915912921","38.3359940846717","",
"Maldives","MDV","Population density (people per sq. km of land area)","EN.POP.DNST","","304.396666666667","312.686666666667","321.193333333333","329.663333333333","337.936666666667","345.863333333333","353.573333333333","361.526666666667","370.353333333333","380.5","392.213333333333","405.31","419.266666666667","433.31","446.923333333333","459.883333333333","472.453333333333","485.21","498.996666666667","514.386666666667","531.53","550.176666666667","570.05","590.71","611.793333333333","633.246666666667","655.043333333333","676.906666666667","698.483333333333","719.53","739.876666666667","759.543333333333","778.703333333333","797.636666666667","816.55","835.53","854.49","873.243333333333","891.52","909.15","926.083333333333","942.476666666667","958.646666666667","975.016666666667","991.92","1009.41666666667","1027.46333333333","1046.14333333333","1065.53333333333","1085.64666666667","1106.54666666667","1128.14","",
"Middle East & North Africa (all income levels)","MEA","Population density (people per sq. km of land area)","EN.POP.DNST","","9.73982741684047","10.0112518952471","10.2897290063566","10.5780821344931","10.8745118626453","11.1782885651645","11.4958745008293","11.8160466035036","12.1431882327399","12.4770466889232","12.8141449499228","13.156585939224","13.5147047674977","13.8867398964284","14.2781745947004","14.6909307209083","15.1252428238393","15.5834353923087","16.069990123325","16.5840890324418","17.1250050718061","17.6913914544516","18.2769022832025","18.8681004751482","19.4732423967398","20.083416350791","20.69201448579","21.2919165198512","21.8680179915648","22.6093071201039","23.1866091861976","23.5433427769602","24.056783662051","24.5597219231543","25.1998699128541","25.6982333240202","26.2017665870009","26.7070872580441","27.2185389309364","27.7428382666199","28.2779635755991","28.8227914993122","29.3794828285776","29.9603876164197","30.5657186406654","31.1982857142857","31.8545206130345","32.5266242115294","33.212281840011","33.878287933172","34.5319731826511","35.1830320549733","",
"Mexico","MEX","Population density (people per sq. km of land area)","EN.POP.DNST","","20.54542092132","21.2116309575864","21.8956444352993","22.5990370122688","23.3230417449008","24.0662270120116","24.8280542195015","25.6115687131871","26.4208678206744","27.2579737133157","28.122654389259","29.0109328943646","29.9161964042285","30.8296720594665","31.7438046246045","32.6583482085445","33.5714884642095","34.4725270711695","35.3483592684997","36.190752334165","36.9949232233339","37.7662671365004","38.5196769464235","39.2762704802078","40.0521330281129","40.849928238895","41.6673139741249","42.508980169243","43.3791615010674","44.2794331129916","45.2121165667841","46.1729550657167","47.148242495949","48.1193328017696","49.0715537951079","50.0020746418375","50.9110614984953","51.7908727076314","52.6334427325806","53.434299750508","54.1885732657733","54.9004146197176","55.5859523135883","56.2676766377736","56.9622809228632","57.6746799043185","58.4016147534659","59.1414588852594","59.8897872887677","60.6427140615757","61.4013904678618","62.1659389387587","",
"Marshall Islands","MHL","Population density (people per sq. km of land area)","EN.POP.DNST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","283.444444444444","285.538888888889","287.205555555556","288.455555555556","289.311111111111","289.783333333333","289.911111111111","289.783333333333","289.527777777778","289.3","289.211111111111","289.355555555556","289.722222222222","290.25","290.783333333333","291.266666666667","291.638888888889","291.972222222222","",
"Middle income","MIC","Population density (people per sq. km of land area)","EN.POP.DNST","","30.7774786620433","31.3394420609977","32.0872644792492","32.8407957023105","33.616259732663","34.4568422075755","35.2933494835742","36.1541881345619","37.0519358690158","37.9746674840112","38.9211119796568","39.8551379117619","40.7866894441555","41.7102118162993","42.613308998492","43.5042681582321","44.3857664470238","45.281093575571","46.1931626014281","47.1108373055134","48.0457026509963","49.0270335615741","50.0167556070975","50.9981258239851","52.003078288006","53.0443971834786","54.1165427781697","55.196109252442","56.2597675084079","57.3295140711485","58.3509436402152","59.3387529669832","60.3113306440202","61.2815127541143","62.236313724175","63.1928233369376","64.1515857145379","65.1279461341634","66.0577122157008","66.9847837961852","67.8661910569971","68.7416280031995","69.6064166001757","70.4690913589461","71.3289828384155","72.1834546715546","73.0263000792539","73.8725784286172","74.7312682012152","75.5929577253609","76.4610989770395","77.3222714502795","",
"Macedonia, FYR","MKD","Population density (people per sq. km of land area)","EN.POP.DNST","","58.6490758946127","59.473220605584","60.3224144710971","61.1934722768384","62.0813999213527","62.9959496657491","63.9335037357452","64.8602438065277","65.7307510813999","66.5162013370035","67.1907982697601","67.7721195438458","68.3266614235155","68.947778214707","69.6974046401888","70.6077860794337","71.6445143531262","72.7219819111286","73.7179709005112","74.5468737711364","75.1669681478569","75.6086905230043","75.9449469130948","76.2844278411325","76.700235941801","77.2390090444357","77.863311049941","78.4639402280771","78.8856861974046","79.0290994887928","78.836531655525","78.3751474636256","77.8214313802595","77.4223751474636","77.3500983090838","77.6723161620134","78.3203696421549","79.16307510814","80.0034211561148","80.6971686983877","81.2071569012977","81.5745576091231","81.8272119543846","82.0184034604797","82.1881242626819","82.3358631537554","83.1002774474832","83.1854538248117","83.2893735130849","83.3551149881047","83.4214908802538","83.4883029341792","",
"Mali","MLI","Population density (people per sq. km of land area)","EN.POP.DNST","","4.22215146821397","4.2659323547972","4.31054671813406","4.35656332210557","4.40450011883395","4.45435383014121","4.50631295126169","4.56131422155566","4.62053204828756","4.68475729189716","4.75456445307698","4.829668330342","4.90894041091961","4.99073422991501","5.07390980093264","5.15757218138159","5.24212704578795","5.32924626492595","5.42133438235029","5.51983461592047","5.62659585802211","5.7404633704587","5.85636581188176","5.96730509182996","6.06889172997648","6.15868840098673","6.24000360599579","6.32122702202116","6.41405682721543","6.52690646538654","6.66328440652685","6.82085822699743","6.99508928937297","7.17875248936641","7.36676501200633","7.55796802137372","7.75473983559937","7.95971529024168","8.17684786795499","8.40899941812341","8.65665838926724","8.91882575664446","9.19507371802752","9.48453601488293","9.78639228316901","10.1013325793524","10.4292192199575","10.7674206476041","11.1124464222785","11.4621173751629","11.8151574754751","12.1731631958957","",
"Malta","MLT","Population density (people per sq. km of land area)","EN.POP.DNST","","1016.40625","1012.1875","1007.96875","1003.90625","996.25","985","973.59375","962.1875","950.9375","945.78125","945.9375","945.15625","944.375","943.7375","950.69375","955.54375","959.28125","969.31875","979.19375","989.515625","996.81875","1018.43125","1032.8875","1033.103125","1051.4125","1069.128125","1076.515625","1085.390625","1096.00625","1106.78125","1117.896875","1128.9375","1139.7","1149.815625","1157.603125","1164.646875","1172.6125","1179.7375","1185.5","1191.759375","1228.2125","1237.403125","1245.56875","1253.9625","1261.98125","1266.5875","1271.0125","1279.309375","1288.990625","1295.3375","1300.8375","1310.796875","",
